OMOP	SPOKE
45533658	C0011127
45533658	DOID:8717
44829187	C0011127
44829187	DOID:8717
45606009	C0011127
45606009	DOID:8717
45557722	C0011127
45557722	DOID:8717
45581967	C0011127
45581967	DOID:8717
45538602	C0011127
45538602	DOID:8717
45601240	C0011127
45601240	DOID:8717
45596390	C0011127
45596390	DOID:8717
45572285	C0011127
45572285	DOID:8717
45601237	C0011127
45601237	DOID:8717
45543387	C0011127
45543387	DOID:8717
45553004	C0011127
45553004	DOID:8717
45543388	C0011127
45543388	DOID:8717
45567372	C0011127
45567372	DOID:8717
45591649	C0011127
45591649	DOID:8717
45586797	C0011127
45586797	DOID:8717
44833801	C0011127
44833801	DOID:8717
44822246	DOID:12270
17826	C3160741
45565522	C3160741
44827155	C3160741
45546344	C3160741
45575240	C3160741
17819	C3160741
45580095	C3160741
45570386	C3160741
45546343	C3160741
45599433	C3160741
17818	C3160741
45580092	C3160741
45584896	C3160741
17827	C3160741
44827156	C3160741
45536715	C3160741
45546342	C3160741
44837616	C3160741
1575257	C0543467
19551	C0543467
45556274	C0543467
19550	C0543467
45561058	C0543467
45599784	C0543467
45604558	C0543467
35209009	C0022408
35209009	C0028754
35209009	D009765
35209009	DOID:381
35209009	DOID:848
35209009	DOID:9970
1567245	DOID:9181
44826285	DOID:9181
45605187	DOID:9181
44825093	DOID:9181
1567246	DOID:9181
35205438	DOID:9181
44826286	DOID:9181
45585896	DOID:9181
35211394	C0036974
35211395	C0036974
44836294	C0036974
44821247	C0036974
44831369	C0036974
44833710	C0036974
44837229	C0036974
44832516	C0036974
44821015	C0036974
1572259	C0036974
44835083	C0036974
1575603	C0085639
45580773	C0085639
45604861	C0085639
44835348	C0085639
45551834	C0085639
45557808	C0029408
45557808	DOID:8398
1570346	C0029408
1570346	DOID:8398
44819946	C0029408
44819946	DOID:8398
45586892	C0029408
45586892	DOID:8398
45601354	C0029408
45601354	DOID:8398
45553136	DOID:6227
1570477	DOID:6227
45562681	DOID:6227
45577207	DOID:6227
45586929	DOID:6227
45567510	DOID:6227
44833824	DOID:6227
45548375	DOID:6227
44828004	DOID:3805
45543374	DOID:3805
1568664	C0086543
44828916	C0086543
1568665	C0086543
45571925	C0086543
45571926	C0086543
45562211	C0086543
45567015	C0086543
44830012	C0086543
37200745	C0016658
44835350	C0016658
44833992	C0016658
44834634	C0014544
44834634	DOID:1826
44823026	C0014544
44823026	DOID:1826
44834635	C0014544
44834635	DOID:1826
1570627	C0158775
1570627	DOID:0050570
1570627	DOID:0090004
1570627	DOID:3156
45591825	C0158775
45591825	DOID:0050570
45591825	DOID:0090004
45591825	DOID:3156
45562713	C0158775
45562713	DOID:0050570
45562713	DOID:0090004
45562713	DOID:3156
1570629	C0158775
1570629	DOID:0050570
1570629	DOID:0090004
1570629	DOID:3156
1570628	C0158775
1570628	DOID:0050570
1570628	DOID:0090004
1570628	DOID:3156
45601439	C0158775
45601439	DOID:0050570
45601439	DOID:0090004
45601439	DOID:3156
1570626	C0158775
1570626	DOID:0050570
1570626	DOID:0090004
1570626	DOID:3156
45553176	C0158775
45553176	DOID:0050570
45553176	DOID:0090004
45553176	DOID:3156
45582135	C0158775
45582135	DOID:0050570
45582135	DOID:0090004
45582135	DOID:3156
45567552	C0158775
45567552	DOID:0050570
45567552	DOID:0090004
45567552	DOID:3156
1574414	C0006434
1574374	C0006434
45584730	C0006434
45541337	C0006434
17152	C0006434
17043	C0006434
17045	C0006434
45599282	C0006434
45594466	C0006434
17044	C0006434
45560554	C0006434
17153	C0006434
45579943	C0006434
17151	C0006434
44831739	C0006434
45560536	C0006434
45604098	C0006434
45536550	C0006434
45551010	C0006434
45604115	C0006434
45560537	C0006434
45591359	C0152006
45591359	C0155365
1568803	C0152006
1568803	C0155365
45586472	C0152006
45586472	C0155365
45557432	C0152006
45557432	C0155365
45576754	C0152006
45576754	C0155365
44827760	C0152006
44827760	C0155365
1572706	C0009938
1572705	C0009938
44830572	C0009938
37200212	C0011860
37200212	DOID:9352
37200211	C0011860
37200211	DOID:9352
1567962	C0011860
1567962	DOID:9352
45591029	C0011860
45591029	DOID:9352
45537961	C0011860
45537961	DOID:9352
37200208	C0011860
37200208	DOID:9352
37200213	C0011860
37200213	DOID:9352
37200206	C0011860
37200206	DOID:9352
37200209	C0011860
37200209	DOID:9352
37200210	C0011860
37200210	DOID:9352
37200207	C0011860
37200207	DOID:9352
35208348	C0016059
35208348	C0023890
45605108	C0021655
45590705	C0021655
1576026	C0021655
45590703	C0021655
45585805	C0021655
1576024	C0021655
45605109	C0021655
45585806	C0021655
45590704	C0021655
1576025	C0021655
45581011	C0021655
1576023	C0021655
45609911	C0021655
45595487	C0021655
45566400	C0021655
45581012	C0021655
45571327	C0021655
45585807	C0021655
45600310	C0021655
45590706	C0021655
45609912	C0021655
45537620	C0021655
45542408	C0021655
44819327	DOID:1639
1567253	DOID:1639
44825113	DOID:1639
44833203	DOID:1639
44826303	DOID:1639
44836758	DOID:1639
44821656	DOID:1639
44823944	DOID:1639
44827474	DOID:1639
44834407	DOID:1639
16400	C0038045
16400	C0435002
16399	C0038045
16399	C0435002
45603956	C0038045
45603956	C0435002
45579775	C0038045
45579775	C0435002
16394	C0038045
16394	C0435002
16396	C0038045
16396	C0435002
16395	C0038045
16395	C0435002
16397	C0038045
16397	C0435002
45536419	C0038045
45536419	C0435002
16398	C0038045
16398	C0435002
45570093	C0038045
45570093	C0435002
45560390	C0038045
45560390	C0435002
45599132	C0038045
45599132	C0435002
44825903	C0038045
44825903	C0435002
45579776	C0038045
45579776	C0435002
45574959	C0038045
45574959	C0435002
45584608	C0038045
45584608	C0435002
45599131	C0038045
45599131	C0435002
45550854	C0038045
45550854	C0435002
45541201	C0038045
45541201	C0435002
45560391	C0038045
45560391	C0435002
45570092	C0038045
45570092	C0435002
45584610	C0038045
45584610	C0435002
45567798	DOID:10881
1570746	DOID:10881
1571313	DOID:10881
1571141	DOID:10881
1570778	DOID:10881
45567523	DOID:10881
1571372	DOID:10881
1571149	DOID:10881
45548618	DOID:10881
1571380	DOID:10881
1570721	DOID:10881
1571190	DOID:10881
45548622	DOID:10881
45562692	DOID:10881
1570762	DOID:10881
1570819	DOID:10881
1571364	DOID:10881
1570754	DOID:10881
45606189	DOID:10881
1570545	DOID:10881
1571321	DOID:10881
1569930	DOID:10881
1570582	DOID:10881
1571009	DOID:10881
45572421	DOID:10881
1570811	DOID:10881
45572420	DOID:10881
45543819	DOID:10881
45553403	DOID:10881
45586819	DOID:10881
45567395	DOID:10881
1571329	DOID:10881
44825648	DOID:10881
1569921	DOID:10881
1570521	DOID:10881
1570729	DOID:10881
1571274	DOID:10881
45567393	DOID:10881
45586945	DOID:10881
1571337	DOID:10881
35209007	DOID:10881
1571003	DOID:10881
45543818	DOID:10881
1571353	DOID:10881
45558102	DOID:10881
1571173	DOID:10881
45577480	DOID:10881
45591797	DOID:10881
45558108	DOID:10881
45586818	DOID:10881
1570737	DOID:10881
45592086	DOID:10881
1570827	DOID:10881
45533677	DOID:10881
45548396	DOID:10881
45567394	DOID:10881
45577232	DOID:10881
35209355	DOID:10690
37200892	DOID:10690
44831340	DOID:10690
44836402	C0332798
44832822	C0332798
45556295	C0543467
19693	C0543467
45599816	C0543467
1571931	DOID:863
45543935	DOID:863
1571730	DOID:863
1571729	DOID:863
1571936	DOID:863
1571731	DOID:863
45577676	DOID:863
45597054	DOID:863
45601909	DOID:863
45592315	DOID:863
45587399	DOID:863
45587299	DOID:863
45558349	DOID:863
44833356	DOID:8687
1567729	DOID:8687
44831034	DOID:8687
35206478	DOID:8687
35206477	DOID:8687
44834537	DOID:8687
45605148	C0034530
1575685	C0034530
45585640	C0034530
44826106	C0034530
21297	C0034530
44822601	C0034530
44836555	C0034530
45566256	C0034530
45542242	C0034530
45604950	C0034530
45604929	C0034530
44830872	C0028754
44830872	D009765
44830872	DOID:9970
1576153	C0028754
1576153	D009765
1576153	DOID:9970
45566453	C0028754
45566453	D009765
45566453	DOID:9970
44829685	C0028754
44829685	D009765
44829685	DOID:9970
45566452	C0028754
45566452	D009765
45566452	DOID:9970
45609961	C0028754
45609961	D009765
45609961	DOID:9970
44828616	C0028754
44828616	D009765
44828616	DOID:9970
45585849	C0028754
45585849	D009765
45585849	DOID:9970
45566451	C0028754
45566451	D009765
45566451	DOID:9970
45600348	C0028754
45600348	D009765
45600348	DOID:9970
45609962	C0028754
45609962	D009765
45609962	DOID:9970
45595538	C0028754
45595538	D009765
45595538	DOID:9970
44835553	C0028754
44835553	D009765
44835553	DOID:9970
44828615	C0028754
44828615	D009765
44828615	DOID:9970
45547336	C0028754
45547336	D009765
45547336	DOID:9970
44823910	C0028754
44823910	D009765
44823910	DOID:9970
44834364	C0028754
44834364	D009765
44834364	DOID:9970
44834366	C0028754
44834366	D009765
44834366	DOID:9970
44821626	C0028754
44821626	D009765
44821626	DOID:9970
44836723	C0028754
44836723	D009765
44836723	DOID:9970
44834365	C0028754
44834365	D009765
44834365	DOID:9970
45581058	C0028754
45581058	D009765
45581058	DOID:9970
44828810	DOID:2739
44822335	C0016658
44831629	C0016658
44827003	C0016658
44825843	C0016658
44833947	C0016658
44833946	C0016658
44822334	C0016658
44830475	C0016658
44820098	C0016658
1573611	C1302752
14741	C1302752
45598479	C1302752
14739	C1302752
14740	C1302752
45583919	C1302752
45559709	C1302752
45583918	C1302752
45540565	C1302752
45569405	C1302752
44831006	DOID:349
44831006	DOID:355
35206676	DOID:349
35206676	DOID:355
1570701	D001416
45601479	D001416
1570702	D001416
45586993	D001416
35208359	C0015695
35208359	C2711227
35208359	DOID:9452
1567823	DOID:731
35206646	DOID:731
44828777	DOID:731
45581314	DOID:731
44825255	DOID:731
44831039	DOID:731
44835738	DOID:731
44824216	C0029882
44824216	DOID:10754
45557495	C0029882
45557495	DOID:10754
45581732	C0029882
45581732	DOID:10754
1568982	C0029882
1568982	DOID:10754
35207591	C0029882
35207591	DOID:10754
1568989	C0029882
1568989	DOID:10754
1568990	C0029882
1568990	DOID:10754
45576822	C0029882
45576822	DOID:10754
45543121	C0029882
45543121	DOID:10754
44831215	C0029882
44831215	DOID:10754
45572041	C0029882
45572041	DOID:10754
45552742	C0029882
45552742	DOID:10754
45572042	C0029882
45572042	DOID:10754
45601520	C0006444
45601520	DOID:2965
45606060	C0006444
45606060	DOID:2965
1570995	C0006444
1570995	DOID:2965
1570053	C0006444
1570053	DOID:2965
45601286	C0006444
45601286	DOID:2965
1570964	C0006444
1570964	DOID:2965
1571017	C0006444
1571017	DOID:2965
45548499	C0006444
45548499	DOID:2965
45606315	C0006444
45606315	DOID:2965
45538850	C0006444
45538850	DOID:2965
45582234	C0006444
45582234	DOID:2965
45582233	C0006444
45582233	DOID:2965
45587044	C0006444
45587044	DOID:2965
45586840	C0006444
45586840	DOID:2965
45538859	C0006444
45538859	DOID:2965
45567640	C0006444
45567640	DOID:2965
45576355	C0024299
45547546	C0024299
45547546	DOID:0060058
44821745	C0024299
44821745	DOID:0060058
45586055	C0024299
45586055	DOID:0060058
45600548	C0024299
45600548	DOID:0060058
45605299	C0024299
45605299	DOID:0060058
45557025	C0024299
45557025	DOID:0060058
45571563	C0024299
45571563	DOID:0060058
44827572	C0024299
44827572	DOID:0060058
44836870	C0024299
44836870	DOID:0060058
45595705	C0024299
45595705	DOID:0060058
45571561	C0024299
45571561	DOID:0060058
45590946	C0024299
45590946	DOID:0060058
45600557	C0024299
45600557	DOID:0060058
45595709	C0024299
45595709	DOID:0060058
44828749	C0024299
44828749	DOID:0060058
45571558	C0024299
45571558	DOID:0060058
44828748	C0024299
44828748	DOID:0060058
45537853	C0024299
45537853	DOID:0060058
44833331	C0024299
44833331	DOID:0060058
44821741	C0024299
44821741	DOID:0060058
45566642	C0024299
45561864	C0024299
45561864	DOID:0060058
45542639	C0024299
45542639	DOID:0060058
45537858	C0024299
45537858	DOID:0060058
45586057	C0024299
45586057	DOID:0060058
44827571	C0024299
44827571	DOID:0060058
45537850	C0024299
45537850	DOID:0060058
45552303	C0024299
45552303	DOID:0060058
45557953	C0009917
1570912	C0009917
45533905	C0009917
45553240	C0009917
45555572	C0016658
45603867	C0016658
45541126	C0016658
45594221	C0016658
45574887	C0016658
44825882	C0016658
45574890	C0016658
45555569	C0016658
45579690	C0016658
45603864	C0016658
45570007	C0016658
45541121	C0016658
45599053	C0016658
45560309	C0016658
16170	C0016658
16167	C0016658
45570008	C0016658
45579692	C0016658
16172	C0016658
45589382	C0016658
16168	C0016658
45545973	C0016658
16169	C0016658
45570006	C0016658
16171	C0016658
45536327	C0016658
45536330	C0016658
45550770	C0016658
45574888	C0016658
45541127	C0016658
45589383	C0016658
45570005	C0016658
45589381	C0016658
44837428	C1442903
44837428	DOID:1856
44837428	DOID:203
44837426	C1442903
44837426	DOID:1856
44837426	DOID:203
1572195	C1442903
1572195	DOID:1856
1572195	DOID:203
44837429	C1442903
44837429	DOID:1856
44837429	DOID:203
1572225	C1442903
1572225	DOID:1856
1572225	DOID:203
45558453	C1442903
45558453	DOID:1856
45558453	DOID:203
44819359	C0004623
44819359	DOID:104
44828676	C0004623
44828676	DOID:104
44832072	C0004623
44832072	DOID:104
44833225	C0004623
44833225	DOID:104
44822810	C0004623
44822810	DOID:104
1567295	C0004623
1567295	DOID:104
1567455	C0004623
1567455	DOID:104
35205579	C0004623
35205579	DOID:104
44826334	C0004623
44826334	DOID:104
44819358	C0004623
44819358	DOID:104
44819352	C0004623
44819352	DOID:104
44836767	C0004623
44836767	DOID:104
1567293	C0004623
1567293	DOID:104
35205513	C0004623
35205513	DOID:104
35205512	C0004623
35205512	DOID:104
45585977	C0004623
45585977	DOID:104
1567268	C0004623
1567268	DOID:104
44833228	C0004623
44833228	DOID:104
35205573	C0004623
35205573	DOID:104
35205578	C0004623
35205578	DOID:104
35206507	C0086692
35206508	C0086692
44820651	C0086692
1567749	C0086692
45538307	DOID:11853
44826613	DOID:11853
45572006	DOID:11853
45543072	DOID:11853
45553001	C0011127
45553001	DOID:8717
1569826	C0011127
1569826	DOID:8717
45581966	C0011127
45581966	DOID:8717
1569825	C0011127
1569825	DOID:8717
45553002	C0011127
45553002	DOID:8717
1569827	C0011127
1569827	DOID:8717
45591650	C0011127
45591650	DOID:8717
1569828	C0011127
1569828	DOID:8717
44822175	C0011127
44822175	DOID:8717
45548217	C0011127
45548217	DOID:8717
45538593	C0011127
45538593	DOID:8717
45533656	C0011127
45533656	DOID:8717
45548218	C0011127
45548218	DOID:8717
45577062	C0011127
45577062	DOID:8717
45538595	C0011127
45538595	DOID:8717
45567373	C0011127
45567373	DOID:8717
45543391	C0011127
45543391	DOID:8717
45561885	C0025202
1567504	C0025202
45600575	C0025202
44819428	C0025202
45566584	C0025202
45547566	C0025202
45561798	C0025202
45571502	C0025202
45562789	C0021368
1570854	C0021368
1570874	C0021368
45543640	C0021368
45572504	C0021368
44828041	DOID:2092
44826873	DOID:2092
44822194	DOID:2092
45566504	C0243026
45566504	DOID:0040085
1567287	C0243026
1567287	DOID:0040085
44827487	C0243026
44827487	DOID:0040085
44832070	C0243026
44832070	DOID:0040085
44828671	C0243026
44828671	DOID:0040085
45537722	C0243026
45537722	DOID:0040085
44835778	DOID:1561
44832254	DOID:1561
1568091	DOID:1561
35207121	DOID:1561
44821833	DOID:1561
35207125	DOID:1561
44834585	DOID:1561
44827645	DOID:1561
45534905	C0009938
45587929	C0009938
45554197	C0009938
44832116	DOID:9181
44819418	DOID:9181
45597649	DOID:9553
1572868	DOID:9553
12073	DOID:9553
45573491	DOID:9553
12072	DOID:9553
45558935	DOID:9553
45558936	DOID:9553
45605620	DOID:10439
1568570	DOID:10439
45562166	DOID:10439
45566973	DOID:10439
45576672	DOID:10439
44834676	DOID:10439
45539821	C0332798
1572918	C0332798
12192	C0332798
12193	C0332798
45587991	C0332798
45558967	C0332798
12194	C0332798
45607310	C0332798
45534958	C0332798
45607309	C0332798
1567436	DOID:10079
44829782	DOID:10079
44827533	DOID:10079
35205956	DOID:10079
44824010	DOID:10079
35205955	DOID:10079
45541247	C0038663
1326800	C0038663
1326801	C0038663
45588025	C0020162
45573571	C0020162
45597717	C0020162
45597715	C0020162
45534982	C0020162
45558997	C0020162
45539854	C0020162
45597711	C0020162
45588023	C0020162
45583224	C0020162
45563827	C0020162
45592922	C0020162
45597704	C0020162
45568655	C0020162
45597709	C0020162
45588022	C0020162
45597710	C0020162
45563825	C0020162
44833971	C0020162
1570961	DOID:65
45538849	DOID:65
45591921	DOID:65
45577334	DOID:65
44828060	DOID:65
1571135	C0334044
45572627	C0334044
1571129	C0334044
45582313	C0334044
1571136	C0334044
1571134	C0334044
1571131	C0334044
45553346	C0334044
45562927	C0334044
45596752	C0334044
1571132	C0334044
45567741	C0334044
1571130	C0334044
45567743	C0334044
45592021	C0334044
45534021	C0334044
1571133	C0334044
45558062	C0334044
45538944	C0334044
45562926	C0334044
45558063	C0334044
45596751	C0334044
45534020	C0334044
45534018	C0334044
45592023	C0334044
45558061	C0334044
45592022	C0334044
45538945	C0334044
45548564	C0334044
45567742	C0334044
45534019	C0334044
45562925	C0334044
45574775	C0151936
45541026	C0151936
15730	C0151936
1573946	C0151936
15738	C0151936
15739	C0151936
1573944	C0151936
45574776	C0151936
15740	C0151936
15731	C0151936
45579561	C0151936
45541028	C0151936
45555471	C0151936
45560181	C0151936
45569899	C0151936
15729	C0151936
45579564	C0151936
45608550	C0151936
45560179	C0151936
45541027	C0151936
44820716	DOID:11328
44820716	DOID:5418
1568208	DOID:11328
1568208	DOID:5418
35207138	DOID:11328
35207138	DOID:5418
35207139	DOID:11328
35207139	DOID:5418
44835783	DOID:11328
44835783	DOID:5418
45576315	C0007117
45576315	DOID:2513
45590901	C0007117
45590901	DOID:2513
45532908	C0007117
45532908	DOID:2513
44834487	C0007117
44834487	DOID:2513
45600498	C0007117
45600498	DOID:2513
1570139	C0235416
1570180	C0235416
45562657	C0235416
9742	C0235416
45606086	C0235416
9765	C0235416
45586901	C0235416
1568464	DOID:12959
44828938	DOID:12959
44832341	DOID:12959
1568465	DOID:12959
45562129	DOID:12959
45600826	DOID:12959
1595565	DOID:12959
45591224	DOID:12959
45542932	DOID:12959
45566922	DOID:12959
45562130	DOID:12959
1595564	DOID:12959
45566921	DOID:12959
44830930	C0019348
44830930	DOID:8566
45585942	C0019348
45585942	DOID:8566
1575046	C0032343
18883	C0032343
45589956	C0032343
45560926	C0032343
45541714	C0032343
18884	C0032343
45551365	C0032343
44826419	C0334634
44826419	DOID:0050746
1567653	C0334634
1567653	DOID:0050746
44829826	C0334634
44829826	DOID:0050746
44820625	C0334634
44820625	DOID:0050746
45590942	C0334634
45590942	DOID:0050746
45595704	C0334634
45595704	DOID:0050746
44822893	C0334634
44822893	DOID:0050746
45600548	C0334634
45600548	DOID:0050746
44820626	C0334634
44820626	DOID:0050746
44821743	C0334634
44821743	DOID:0050746
44832139	C0334634
44832139	DOID:0050746
44828748	C0334634
44828748	DOID:0050746
45586039	C0334634
45586039	DOID:0050746
45586041	C0334634
45586041	DOID:0050746
45547539	C0334634
45547539	DOID:0050746
45586040	C0334634
45586040	DOID:0050746
45576357	C0334634
45576357	DOID:0050746
44826419	C0024299
44826419	DOID:0060058
45557030	C0024299
45557030	DOID:0060058
45547534	C0024299
45547534	DOID:0060058
45542641	C0024299
45542641	DOID:0060058
45586052	C0024299
45586052	DOID:0060058
44827570	C0024299
44827570	DOID:0060058
45537861	C0024299
45537861	DOID:0060058
44829829	C0024299
44829829	DOID:0060058
44822905	C0024299
44822905	DOID:0060058
45537867	C0024299
45537867	DOID:0060058
45576361	C0024299
45576361	DOID:0060058
45581240	C0024299
45581240	DOID:0060058
45590958	C0024299
45590958	DOID:0060058
44835695	C0024299
44835695	DOID:0060058
45595702	C0024299
45595702	DOID:0060058
45595713	C0024299
45595713	DOID:0060058
45590940	C0024299
45590940	DOID:0060058
44835694	C0024299
44835694	DOID:0060058
45561843	C0024299
45561843	DOID:0060058
45557024	C0024299
45557024	DOID:0060058
45542656	C0024299
45542656	DOID:0060058
45566633	C0024299
45566633	DOID:0060058
45566638	C0024299
45566638	DOID:0060058
45586041	C0024299
45586041	DOID:0060058
45561845	C0024299
45561845	DOID:0060058
45586036	C0024299
45586036	DOID:0060058
45581236	C0024299
44824039	C0024299
44824039	DOID:0060058
45576363	C0024299
44822906	C0024299
44822906	DOID:0060058
45595712	C0024299
45595712	DOID:0060058
45595706	C0024299
45595706	DOID:0060058
45543439	C0151811
1570061	C0151811
1570056	C0151811
1570058	C0151811
1570060	C0151811
1570063	C0151811
1570062	C0151811
45601287	C0151811
1570057	C0151811
1570059	C0151811
45586844	C0151811
45572345	C0151811
45582017	C0151811
45606062	C0151811
45591704	C0151811
45596445	C0151811
45586843	C0151811
45577116	C0151811
45591703	C0151811
45577115	C0151811
45548269	C0151811
45606061	C0151811
45557765	C0151811
45548267	C0151811
45543440	C0151811
45562597	C0151811
45553053	C0151811
45548268	C0151811
45538638	C0151811
45553052	C0151811
45596444	C0151811
45543438	C0151811
45581223	DOID:263
1567581	DOID:263
44819440	DOID:263
45586019	DOID:263
45600517	DOID:263
45562411	DOID:0060903
1569381	DOID:0060903
44819733	DOID:0060903
45601095	DOID:0060903
45533519	DOID:0060903
45567244	DOID:0060903
44831101	C1510472
1568134	C1510472
1568133	C1510472
1568135	C1510472
45542803	C1510472
45566793	C1510472
45552439	C1510472
45562013	C1510472
45557168	C1510472
45538025	C1510472
45557167	C1510472
45552438	C1510472
45581419	C1510472
44827666	C1510472
45552441	C1510472
45576507	C1510472
45576505	C1510472
45552440	C1510472
45552442	C1510472
45542802	C1510472
45576506	C1510472
45595866	C1510472
44825586	DOID:9667
44824385	DOID:9667
44830209	DOID:9667
44832518	DOID:9667
35209552	DOID:9667
1567630	C2939419
45605289	C2939419
44828746	C2939419
45576342	C2939419
45576343	C2939419
44834683	DOID:10120
1568476	DOID:10120
45542941	DOID:10120
45538174	DOID:10120
45534318	C0009450
1571912	C0009450
45602540	C0020162
45549526	C0020162
45544713	C0020162
45597738	C0020162
45573586	C0020162
45563842	C0020162
45602546	C0020162
45602543	C0020162
45573590	C0020162
45549528	C0020162
45563839	C0020162
45535000	C0020162
45554299	C0020162
45549529	C0020162
45559013	C0020162
45578334	C0020162
45602544	C0020162
45602542	C0020162
44821289	C0020162
45607368	C0020162
45592952	C0020162
45544706	C0020162
45544709	C0020162
45583242	C0020162
45597744	C0020162
45607366	C0020162
45583253	C0020162
45544712	C0020162
45534996	C0020162
45592936	C0020162
45554306	C0020162
45554312	C0020162
45583244	C0020162
45568674	C0020162
45583249	C0020162
45559014	C0020162
45588046	C0020162
45568668	C0020162
45544699	C0020162
45539873	C0020162
1568898	DOID:9335
44834669	DOID:9335
44819633	DOID:9335
45586512	DOID:9335
44820796	C0086543
12218	C0016658
45558975	C0016658
45578291	C0016658
12217	C0016658
12216	C0016658
12215	C0016658
12213	C0016658
45607318	C0016658
45607317	C0016658
12214	C0016658
45554248	C0016658
45573532	C0016658
45549477	C0016658
45607319	C0016658
45549478	C0016658
45597688	C0016658
45534964	C0016658
45583199	C0016658
45539829	C0016658
37200663	C0001339
37200663	DOID:2913
37200660	C0001339
37200660	DOID:2913
37200666	C0001339
37200666	DOID:2913
37200655	C0001339
37200655	DOID:2913
37200657	C0001339
37200657	DOID:2913
37200669	C0001339
37200669	DOID:2913
35208388	C0001339
35208388	DOID:2913
37200653	C0001339
37200653	DOID:2913
35208391	C0001339
35208391	DOID:2913
37200664	C0001339
37200664	DOID:2913
37200662	C0001339
37200662	DOID:2913
45587369	DOID:1247
45592268	DOID:1247
45601872	DOID:1247
1571837	DOID:1247
1571838	DOID:1247
45582555	DOID:1247
44824387	DOID:1247
45597010	DOID:1247
45587368	DOID:1247
44836073	DOID:1247
1571840	DOID:1247
45558315	DOID:1247
44832521	DOID:1247
45553571	DOID:1247
35208197	C0004763
35208197	DOID:9206
45605925	C0004763
45605925	DOID:9206
44834797	C0004763
44834797	DOID:9206
1570503	C0009917
45557846	C0009917
45557845	C0009917
45533801	C0009917
44830336	C0009917
1570855	C0021368
45572505	C0021368
45538826	C0021368
45601507	C0021368
1570875	C0021368
45533892	C0021368
45596643	C0021368
45557942	C0021368
1567318	DOID:1947
44832115	DOID:1947
45537738	DOID:1947
35205607	DOID:1947
44835658	DOID:1947
44826381	DOID:1947
35205608	DOID:1947
45604918	C3263723
45585654	C3263723
45595287	C3263723
45566227	C3263723
45580862	C3263723
45609742	C3263723
45551922	C3263723
45609748	C3263723
45537451	C3263723
45571146	C3263723
45542232	C3263723
45547117	C3263723
45547116	C3263723
45580833	C3263723
45547114	C3263723
45566218	C3263723
45537440	C3263723
45590498	C3263723
45600154	C3263723
45600156	C3263723
45600173	C3263723
45600163	C3263723
45547103	C3263723
45600181	C3263723
45542225	C3263723
45575992	C3263723
45595301	C3263723
45595299	C3263723
45556636	C3263723
45604949	C3263723
45537467	C3263723
45542235	C3263723
45604909	C3263723
44820329	C3263723
45575954	C3263723
45590490	C3263723
45561425	C3263723
45595308	C3263723
45537452	C3263723
45551904	C3263723
45585621	C3263723
45595297	C3263723
45542223	C3263723
45547122	C3263723
45537438	C3263723
45575955	C3263723
45537454	C3263723
45566229	C3263723
45590513	C3263723
45585659	C3263723
45580844	C3263723
45561435	C3263723
45585635	C3263723
45604906	C3263723
45609753	C3263723
45590483	C3263723
45556642	C3263723
45595290	C3263723
45575990	C3263723
45561436	C3263723
45609752	C3263723
45575991	C3263723
45590501	C3263723
45575989	C3263723
45600161	C3263723
45547110	C3263723
45590491	C3263723
45566219	C3263723
45561437	C3263723
45585631	C3263723
45566254	C3263723
45542231	C3263723
45537446	C3263723
45595300	C3263723
45556630	C3263723
45580835	C3263723
45580828	C3263723
45609765	C3263723
45580824	C3263723
45561434	C3263723
45542221	C3263723
45609760	C3263723
45609764	C3263723
45542236	C3263723
45595328	C3263723
45585637	C3263723
45561431	C3263723
45609784	C3263723
45585658	C3263723
45585633	C3263723
45571135	C3263723
45542238	C3263723
45556634	C3263723
45561427	C3263723
45542261	C3263723
45571160	C3263723
45575967	C3263723
45585623	C3263723
45537428	C3263723
45600150	C3263723
45561432	C3263723
45580830	C3263723
45551887	C3263723
45595292	C3263723
45542228	C3263723
45537444	C3263723
45537445	C3263723
45571140	C3263723
45551889	C3263723
45551907	C3263723
45537429	C3263723
45604900	C3263723
45556671	C3263723
45571142	C3263723
45609762	C3263723
45556641	C3263723
45551885	C3263723
45604907	C3263723
45551895	C3263723
45571158	C3263723
45561429	C3263723
45551936	C3263723
45595307	C3263723
45600171	C3263723
45600195	C3263723
45590514	C3263723
45537432	C3263723
45571139	C3263723
45537456	C3263723
45580820	C3263723
45590503	C3263723
45542227	C3263723
45600169	C3263723
45556626	C3263723
45590497	C3263723
45590494	C3263723
45542259	C3263723
45595291	C3263723
45604902	C3263723
45571159	C3263723
45580829	C3263723
45542230	C3263723
1571495	C0010692
1571495	DOID:1679
1571501	C0010692
1571501	DOID:1679
45558148	C0010692
45558148	DOID:1679
44825547	C0010692
44825547	DOID:1679
1571502	C0010692
1571502	DOID:1679
44819816	C0010692
44819816	DOID:1679
44824347	C0010692
44824347	DOID:1679
44825548	C0010692
44825548	DOID:1679
45606489	C0010692
45606489	DOID:1679
11202	C0016658
1572625	C0016658
11201	C0016658
11203	C0016658
11204	C0016658
45568400	C0016658
45549234	C0016658
11200	C0016658
45558733	C0016658
45539607	C0016658
45539606	C0016658
1573168	C0016658
45598039	C0016658
45588346	C0016658
45588349	C0016658
45588345	C0016658
45564134	C0016658
45549795	C0016658
45598035	C0016658
45607655	C0016658
45598042	C0016658
45549796	C0016658
45583502	C0016658
45564136	C0016658
45535319	C0016658
45559304	C0016658
45568961	C0016658
