OMOP	SPOKE
13883	C0435632
45540381	C0016658
45540381	C0435632
45540379	C0016658
45540379	C0435632
45574143	C0016658
45574143	C0435632
45578881	C0435632
45607902	C0016658
45607902	C0435632
45603103	C0016658
45603103	C0435632
45545184	C0016658
45545184	C0435632
45598270	C0435632
45593462	C0435632
13841	C0016658
13841	C0435632
45535556	C0016658
45535556	C0435632
13881	C0016658
13881	C0435632
45593464	C0435632
45569210	C0016658
45569210	C0435632
13915	C0016658
13915	C0435632
45569203	C0435632
13888	C0016658
13888	C0435632
45598254	C0435632
45603101	C0435632
45583732	C0435632
45583729	C0435632
45578846	C0435632
45583728	C0435632
45569200	C0435632
13918	C0016658
13918	C0435632
45578882	C0435632
45607889	C0435632
45545182	C0435632
45603104	C0016658
45603104	C0435632
45574132	C0435632
45554781	C0435632
45578883	C0016658
45578883	C0435632
45540354	C0016658
45540354	C0435632
45603106	C0435632
45578867	C0016658
45578867	C0435632
45574145	C0016658
45574145	C0435632
45554809	C0435632
45545203	C0016658
45545203	C0435632
45578845	C0016658
45578845	C0435632
45588564	C0016658
45588564	C0435632
45535538	C0435632
45564330	C0016658
45564330	C0435632
45574130	C0435632
45564333	C0435632
45574137	C0016658
45574137	C0435632
45535557	C0435632
45593461	C0016658
45593461	C0435632
45574103	C0016658
45574103	C0435632
45588562	C0016658
45588562	C0435632
45559528	C0435632
45583709	C0435632
45574131	C0435632
45607900	C0435632
45540378	C0435632
45540365	C0435632
45583710	C0435632
45554800	C0435632
45554801	C0016658
45554801	C0435632
45603068	C0435632
45535569	C0435632
45545199	C0016658
45545199	C0435632
45603069	C0435632
45578848	C0435632
45583749	C0435632
45569188	C0016658
45569188	C0435632
45545213	C0435632
45593431	C0016658
45593431	C0435632
45550022	C0016658
45550022	C0435632
45564341	C0435632
45607888	C0016658
45607888	C0435632
45603086	C0435632
45550024	C0016658
45550024	C0435632
45559527	C0016658
45559527	C0435632
45578880	C0016658
45578880	C0435632
45603105	C0016658
45603105	C0435632
45598253	C0016658
45598253	C0435632
45603067	C0016658
45603067	C0435632
1573137	C0016658
1573147	C0016658
1573143	C0016658
12882	C0016658
1573144	C0016658
12881	C0016658
12862	C0016658
1573140	C0016658
12865	C0016658
12867	C0016658
1573142	C0016658
12885	C0016658
1573141	C0016658
12858	C0016658
12870	C0016658
1573138	C0016658
12899	C0016658
12876	C0016658
12869	C0016658
12879	C0016658
12891	C0016658
12889	C0016658
12883	C0016658
12880	C0016658
12887	C0016658
45578503	C0016658
1573139	C0016658
12871	C0016658
12859	C0016658
12857	C0016658
12888	C0016658
12861	C0016658
12863	C0016658
12872	C0016658
12877	C0016658
12866	C0016658
12892	C0016658
12868	C0016658
12878	C0016658
12864	C0016658
45535185	C0016658
12886	C0016658
12875	C0016658
12900	C0016658
12873	C0016658
45602715	C0016658
12874	C0016658
12884	C0016658
12901	C0016658
12860	C0016658
45544868	C0016658
12890	C0016658
45540053	C0016658
45602716	C0016658
44833817	DOID:1205
44825686	DOID:1205
44836176	DOID:1205
44832633	DOID:1205
44819950	DOID:1205
44824498	DOID:1205
37201785	C0016658
45565218	C0016658
1574109	C0016658
16277	C0016658
37201862	C0016658
37201828	C0016658
1574110	C0016658
37201861	C0016658
37201786	C0016658
16289	C0016658
1574112	C0016658
45541171	C0016658
16280	C0016658
16285	C0016658
1574113	C0016658
37201811	C0016658
16293	C0016658
16300	C0016658
37201836	C0016658
16288	C0016658
37201887	C0016658
37201878	C0016658
1574111	C0016658
16307	C0016658
37201812	C0016658
37201934	C0016658
37201912	C0016658
45603923	C0016658
16283	C0016658
16286	C0016658
16275	C0016658
37201911	C0016658
16301	C0016658
1574117	C0016658
37201870	C0016658
16276	C0016658
37201820	C0016658
16299	C0016658
16298	C0016658
1574114	C0016658
45565212	C0016658
45555626	C0016658
16305	C0016658
16290	C0016658
16306	C0016658
45603926	C0016658
16294	C0016658
37201837	C0016658
37201928	C0016658
37201920	C0016658
45550833	C0016658
45608702	C0016658
37201890	C0016658
37201886	C0016658
16282	C0016658
16284	C0016658
37201893	C0016658
45594280	C0016658
37201853	C0016658
37201895	C0016658
16278	C0016658
16291	C0016658
37201834	C0016658
37201787	C0016658
45565216	C0016658
37201818	C0016658
45594279	C0016658
45536389	C0016658
16279	C0016658
44825886	C0016658
37201795	C0016658
45589427	C0016658
45594277	C0016658
16296	C0016658
45584591	C0016658
37201901	C0016658
16287	C0016658
16295	C0016658
45579757	C0016658
37201845	C0016658
37201790	C0016658
45560354	C0016658
16297	C0016658
45565219	C0016658
45579745	C0016658
45560353	C0016658
37201903	C0016658
37201881	C0016658
45546020	C0016658
37201884	C0016658
45594274	C0016658
45565221	C0016658
37201826	C0016658
37201873	C0016658
37201803	C0016658
37201843	C0016658
37201906	C0016658
45546015	C0016658
45594270	C0016658
45584592	C0016658
45565213	C0016658
45550829	C0016658
37201876	C0016658
37201823	C0016658
37201815	C0016658
45550830	C0016658
45603930	C0016658
45560357	C0016658
16292	C0016658
16281	C0016658
45550824	C0016658
37201865	C0016658
45546022	C0016658
45541178	C0016658
45574938	C0016658
45541175	C0016658
37201809	C0016658
37201926	C0016658
37201806	C0016658
45536392	C0016658
37201856	C0016658
45550826	C0016658
37201798	C0016658
37201848	C0016658
45599108	C0016658
45574937	C0016658
45574939	C0016658
45574935	C0016658
45550835	C0016658
45560364	C0016658
37201859	C0016658
45546017	C0016658
45560360	C0016658
45546016	C0016658
45574934	C0016658
37201918	C0016658
37201909	C0016658
45536385	C0016658
45541183	C0016658
45584584	C0016658
45570071	C0016658
37201801	C0016658
45541177	C0016658
45594278	C0016658
45574936	C0016658
37201923	C0016658
45541170	C0016658
37201868	C0016658
45555615	C0016658
37201931	C0016658
37201898	C0016658
45603931	C0016658
37201840	C0016658
37201851	C0016658
37201793	C0016658
37201831	C0016658
45565214	C0016658
45565211	C0016658
37201915	C0016658
1568761	C0017601
1568761	DOID:1686
44825374	C0017601
44825374	DOID:1686
44826578	C0017601
44826578	DOID:1686
1568798	C0017601
1568798	DOID:1686
44824185	C0017601
44824185	DOID:1686
45890912	C0017601
45890912	DOID:1686
45571984	C0017601
45571984	DOID:1686
44831164	C0017601
44831164	DOID:1686
44826579	C0017601
44826579	DOID:1686
35207557	C0017601
35207557	DOID:1686
44828912	C0017601
44828912	DOID:1686
44834661	C0017601
44834661	DOID:1686
44820795	C0017601
44820795	DOID:1686
44833481	C0017601
44833481	DOID:1686
19126	C0521208
45604456	C0521208
18054	C0521208
45594831	C0521208
45536905	C0521208
17668	C0521208
18866	C0521208
18810	C0521208
18300	C0521208
45609107	C0521208
19138	C0521208
18778	C0521208
18914	C0521208
45570456	C0521208
19022	C0521208
18910	C0521208
18686	C0521208
45560961	C0521208
45556169	C0521208
18674	C0521208
45536755	C0521208
45580344	C0521208
18742	C0521208
45546379	C0521208
18504	C0521208
18180	C0521208
18330	C0521208
45604226	C0521208
18042	C0521208
45551122	C0521208
45609165	C0521208
45560766	C0521208
45560708	C0521208
45546504	C0521208
45599643	C0521208
18510	C0521208
18898	C0521208
45556171	C0521208
17946	C0521208
18982	C0521208
45546593	C0521208
45575227	C0521208
45560734	C0521208
18690	C0521208
17728	C0521208
18546	C0521208
45536920	C0521208
45594630	C0521208
18252	C0521208
45604218	C0521208
18498	C0521208
45570619	C0521208
45599531	C0521208
19086	C0521208
45546519	C0521208
18730	C0521208
45570628	C0521208
45536794	C0521208
45575384	C0521208
45575279	C0521208
45570408	C0521208
18822	C0521208
17988	C0521208
45589854	C0521208
45589817	C0521208
44837670	C0521208
45541703	C0521208
19054	C0521208
45604294	C0521208
17940	C0521208
45560686	C0521208
18682	C0521208
18662	C0521208
18084	C0521208
45604211	C0521208
45575355	C0521208
45599578	C0521208
45546358	C0521208
45541651	C0521208
18750	C0521208
18634	C0521208
45599419	C0521208
45599585	C0521208
1595706	C0521208
17770	C0521208
45594576	C0521208
45594817	C0521208
17608	C0521208
18970	C0521208
45560738	C0521208
18060	C0521208
45546444	C0521208
45580329	C0521208
45589725	C0521208
45541696	C0521208
45565575	C0521208
17650	C0521208
19190	C0521208
45599458	C0521208
18078	C0521208
45560884	C0521208
18534	C0521208
17620	C0521208
18258	C0521208
18204	C0521208
18270	C0521208
45584863	C0521208
45594796	C0521208
18156	C0521208
18186	C0521208
19006	C0521208
18614	C0521208
45541713	C0521208
45604383	C0521208
45609069	C0521208
45580196	C0521208
18150	C0521208
45604459	C0521208
45541587	C0521208
1595705	C0521208
18210	C0521208
18000	C0521208
17782	C0521208
18552	C0521208
17704	C0521208
45599580	C0521208
45546404	C0521208
18468	C0521208
18114	C0521208
45536912	C0521208
18950	C0521208
45565743	C0521208
19175	C0521208
45536762	C0521208
45555939	C0521208
18354	C0521208
45575345	C0521208
45551282	C0521208
45560941	C0521208
17864	C0521208
18642	C0521208
17952	C0521208
19106	C0521208
18626	C0521208
45565653	C0521208
19010	C0521208
45560743	C0521208
18198	C0521208
18456	C0521208
18858	C0521208
45580065	C0521208
19042	C0521208
45580149	C0521208
45541666	C0521208
45580069	C0521208
45604295	C0521208
18790	C0521208
44837669	C0521208
17644	C0521208
18698	C0521208
45570355	C0521208
18990	C0521208
18360	C0521208
18782	C0521208
45604336	C0521208
18030	C0521208
45599400	C0521208
45604237	C0521208
45551342	C0521208
18930	C0521208
17626	C0521208
45556122	C0521208
45594790	C0521208
19110	C0521208
18630	C0521208
45575305	C0521208
18222	C0521208
45604302	C0521208
45609222	C0521208
18120	C0521208
45560655	C0521208
18306	C0521208
17964	C0521208
18426	C0521208
17922	C0521208
18144	C0521208
19058	C0521208
19002	C0521208
45575264	C0521208
19062	C0521208
45575240	C0521208
18702	C0521208
18706	C0521208
45604404	C0521208
18654	C0521208
45560827	C0521208
19046	C0521208
45604486	C0521208
45565703	C0521208
18420	C0521208
45594706	C0521208
45575401	C0521208
45575398	C0521208
45599417	C0521208
18246	C0521208
17846	C0521208
45604244	C0521208
45584997	C0521208
45599634	C0521208
18918	C0521208
18870	C0521208
19074	C0521208
45580095	C0521208
45589710	C0521208
45585071	C0521208
45575362	C0521208
45536774	C0521208
45541492	C0521208
45609223	C0521208
18758	C0521208
45556063	C0521208
45589735	C0521208
45609206	C0521208
18670	C0521208
45541734	C0521208
18694	C0521208
17794	C0521208
19114	C0521208
17970	C0521208
45599606	C0521208
45536730	C0521208
45565482	C0521208
45608977	C0521208
18934	C0521208
17764	C0521208
45609126	C0521208
18882	C0521208
45609253	C0521208
17840	C0521208
45575440	C0521208
45570571	C0521208
45594587	C0521208
45585083	C0521208
44837703	C0521208
18774	C0521208
45575418	C0521208
45536942	C0521208
45599421	C0521208
17674	C0521208
45599401	C0521208
45609001	C0521208
45575346	C0521208
18802	C0521208
18480	C0521208
17596	C0521208
18954	C0521208
19030	C0521208
45570603	C0521208
17876	C0521208
45585149	C0521208
18444	C0521208
45570630	C0521208
17716	C0521208
45546304	C0521208
45560829	C0521208
45565586	C0521208
45599641	C0521208
18846	C0521208
18438	C0521208
45589858	C0521208
45599556	C0521208
45551324	C0521208
18570	C0521208
45551337	C0521208
18486	C0521208
45604482	C0521208
17590	C0521208
45536949	C0521208
45575453	C0521208
45546369	C0521208
19050	C0521208
45556037	C0521208
45589717	C0521208
45541763	C0521208
45608991	C0521208
45551165	C0521208
1595707	C0521208
45536881	C0521208
18902	C0521208
45556138	C0521208
18138	C0521208
17994	C0521208
17982	C0521208
18766	C0521208
45599530	C0521208
45585163	C0521208
45594751	C0521208
45585153	C0521208
45585143	C0521208
18650	C0521208
45609035	C0521208
45556012	C0521208
18854	C0521208
18794	C0521208
18754	C0521208
18714	C0521208
45546417	C0521208
17746	C0521208
18018	C0521208
45580311	C0521208
18522	C0521208
45609203	C0521208
17858	C0521208
45609261	C0521208
45604396	C0521208
18072	C0521208
18962	C0521208
18036	C0521208
17656	C0521208
45599433	C0521208
45580335	C0521208
45565627	C0521208
45560948	C0521208
45575385	C0521208
45541451	C0521208
45570626	C0521208
45560797	C0521208
45551325	C0521208
45584993	C0521208
45556150	C0521208
45589950	C0521208
19070	C0521208
18576	C0521208
17818	C0521208
18638	C0521208
45580343	C0521208
45541466	C0521208
18890	C0521208
45609224	C0521208
18646	C0521208
45570376	C0521208
45604375	C0521208
45555915	C0521208
19118	C0521208
19082	C0521208
45589931	C0521208
45575275	C0521208
18762	C0521208
45560900	C0521208
45551288	C0521208
45580290	C0521208
45585002	C0521208
45594783	C0521208
19018	C0521208
44820306	C0521208
45599488	C0521208
18842	C0521208
45604292	C0521208
45609064	C0521208
18678	C0521208
45599440	C0521208
45609274	C0521208
18336	C0521208
18348	C0521208
18162	C0521208
18462	C0521208
45536799	C0521208
45594811	C0521208
1553921	C0521208
45541701	C0521208
18492	C0521208
17882	C0521208
18174	C0521208
18408	C0521208
17976	C0521208
18282	C0521208
45584850	C0521208
18862	C0521208
45599619	C0521208
17614	C0521208
18610	C0521208
45604313	C0521208
45541644	C0521208
45609240	C0521208
18384	C0521208
45536974	C0521208
45546347	C0521208
45604476	C0521208
18132	C0521208
17632	C0521208
19090	C0521208
18746	C0521208
18024	C0521208
18718	C0521208
45604358	C0521208
18738	C0521208
45551184	C0521208
45580324	C0521208
45536697	C0521208
45594782	C0521208
45584995	C0521208
45541567	C0521208
45546617	C0521208
17662	C0521208
45589918	C0521208
45560859	C0521208
45594745	C0521208
45599504	C0521208
45585152	C0521208
45546622	C0521208
19098	C0521208
18946	C0521208
45565765	C0521208
45589986	C0521208
18978	C0521208
45555902	C0521208
45589928	C0521208
18402	C0521208
45546506	C0521208
17916	C0521208
18090	C0521208
45556124	C0521208
17698	C0521208
18378	C0521208
45580275	C0521208
45551409	C0521208
18942	C0521208
18966	C0521208
18986	C0521208
45565477	C0521208
18396	C0521208
45594786	C0521208
45589947	C0521208
18432	C0521208
45536716	C0521208
18710	C0521208
45589766	C0521208
45599491	C0521208
45604341	C0521208
19038	C0521208
18168	C0521208
17958	C0521208
18938	C0521208
17852	C0521208
45560904	C0521208
18102	C0521208
45604222	C0521208
45580863	C0521208
45594847	C0521208
45575320	C0521208
45604437	C0521208
45575480	C0521208
45599587	C0521208
17836	C0521208
17806	C0521208
18926	C0521208
19094	C0521208
45565686	C0521208
45584938	C0521208
19078	C0521208
45541517	C0521208
18886	C0521208
45589826	C0521208
18726	C0521208
45599676	C0521208
45570442	C0521208
18324	C0521208
18048	C0521208
18564	C0521208
45609218	C0521208
45580283	C0521208
18994	C0521208
45589765	C0521208
45551411	C0521208
17898	C0521208
45609176	C0521208
45609251	C0521208
18958	C0521208
18806	C0521208
18528	C0521208
45536947	C0521208
18722	C0521208
18830	C0521208
17692	C0521208
45580099	C0521208
45565668	C0521208
45565716	C0521208
45589774	C0521208
45599456	C0521208
18618	C0521208
45575479	C0521208
45546509	C0521208
45551215	C0521208
19034	C0521208
45599428	C0521208
45589911	C0521208
17638	C0521208
18582	C0521208
45560746	C0521208
45536837	C0521208
19066	C0521208
18734	C0521208
17824	C0521208
45536961	C0521208
17776	C0521208
45560775	C0521208
17910	C0521208
45560957	C0521208
45604450	C0521208
45560861	C0521208
45594687	C0521208
45570405	C0521208
45565611	C0521208
45609015	C0521208
18264	C0521208
45560950	C0521208
45594848	C0521208
45565762	C0521208
17734	C0521208
17758	C0521208
18818	C0521208
45570589	C0521208
45560774	C0521208
45551180	C0521208
45580339	C0521208
45590001	C0521208
45604452	C0521208
45551318	C0521208
45555923	C0521208
45570425	C0521208
18192	C0521208
45599688	C0521208
18372	C0521208
45546348	C0521208
45585089	C0521208
45585138	C0521208
45546533	C0521208
18850	C0521208
45584889	C0521208
45604231	C0521208
45585046	C0521208
45589848	C0521208
45536798	C0521208
45604350	C0521208
17752	C0521208
18012	C0521208
18216	C0521208
45599568	C0521208
45551334	C0521208
45541656	C0521208
18894	C0521208
45589845	C0521208
45570426	C0521208
45536967	C0521208
45599624	C0521208
45604374	C0521208
45589728	C0521208
45575491	C0521208
45575295	C0521208
45580145	C0521208
45565661	C0521208
18600	C0521208
18622	C0521208
45560960	C0521208
45604335	C0521208
18228	C0521208
45594799	C0521208
45546634	C0521208
18540	C0521208
17904	C0521208
45536908	C0521208
45551384	C0521208
19130	C0521208
18666	C0521208
45584931	C0521208
44824890	C0521208
45556172	C0521208
45609205	C0521208
19134	C0521208
45570440	C0521208
45546409	C0521208
45560953	C0521208
45575381	C0521208
45546383	C0521208
45536695	C0521208
18066	C0521208
45560928	C0521208
45585031	C0521208
18006	C0521208
45546439	C0521208
45609161	C0521208
18786	C0521208
45575277	C0521208
45585126	C0521208
45599573	C0521208
45609149	C0521208
45604348	C0521208
17928	C0521208
45580052	C0521208
45580288	C0521208
45589982	C0521208
45546523	C0521208
17722	C0521208
45609050	C0521208
45541735	C0521208
18834	C0521208
45594689	C0521208
45560693	C0521208
45580166	C0521208
45541684	C0521208
18878	C0521208
45575510	C0521208
45556140	C0521208
45594846	C0521208
18588	C0521208
45536862	C0521208
45556135	C0521208
45599673	C0521208
45575412	C0521208
45609180	C0521208
45580059	C0521208
45546496	C0521208
45575400	C0521208
45589962	C0521208
17710	C0521208
18658	C0521208
45580070	C0521208
18998	C0521208
45599561	C0521208
45541640	C0521208
18838	C0521208
45584980	C0521208
45551321	C0521208
45541503	C0521208
45546495	C0521208
45556016	C0521208
18096	C0521208
45599659	C0521208
45590003	C0521208
45546426	C0521208
45575486	C0521208
45589830	C0521208
45560933	C0521208
45589997	C0521208
45589703	C0521208
45536687	C0521208
45546607	C0521208
18474	C0521208
18240	C0521208
45565748	C0521208
45594702	C0521208
45565709	C0521208
19122	C0521208
45575219	C0521208
45536715	C0521208
45556145	C0521208
45604435	C0521208
45609182	C0521208
45546442	C0521208
45551174	C0521208
18814	C0521208
45565534	C0521208
45585016	C0521208
18294	C0521208
45580157	C0521208
18342	C0521208
45580293	C0521208
45570521	C0521208
45536727	C0521208
45589943	C0521208
45560762	C0521208
45556073	C0521208
17870	C0521208
18312	C0521208
45599626	C0521208
19014	C0521208
45604316	C0521208
45551279	C0521208
18594	C0521208
45541615	C0521208
17892	C0521208
18126	C0521208
45594708	C0521208
45594832	C0521208
45560891	C0521208
45551361	C0521208
45556027	C0521208
45594626	C0521208
45555974	C0521208
45565679	C0521208
45570359	C0521208
45541578	C0521208
18906	C0521208
45599511	C0521208
45570560	C0521208
45609098	C0521208
45565758	C0521208
18234	C0521208
18974	C0521208
45551235	C0521208
45536903	C0521208
45604256	C0521208
45536848	C0521208
45570384	C0521208
18606	C0521208
18414	C0521208
45551158	C0521208
18288	C0521208
45551199	C0521208
17886	C0521208
18318	C0521208
45599637	C0521208
45546650	C0521208
45556184	C0521208
19102	C0521208
45594658	C0521208
18390	C0521208
18874	C0521208
45599515	C0521208
45580246	C0521208
45580056	C0521208
45599435	C0521208
45536829	C0521208
45575413	C0521208
45575459	C0521208
45609060	C0521208
45584961	C0521208
45570534	C0521208
45546596	C0521208
45585072	C0521208
45536692	C0521208
45599467	C0521208
45599645	C0521208
17686	C0521208
45589988	C0521208
45599655	C0521208
17680	C0521208
17740	C0521208
45594755	C0521208
45565702	C0521208
45536954	C0521208
45604303	C0521208
45585075	C0521208
45575492	C0521208
45546471	C0521208
45546330	C0521208
45604283	C0521208
45565718	C0521208
45546461	C0521208
45536970	C0521208
45590007	C0521208
45590006	C0521208
45565544	C0521208
45609229	C0521208
45560792	C0521208
45560692	C0521208
45608978	C0521208
45546468	C0521208
44824889	C0521208
45580147	C0521208
45585133	C0521208
17934	C0521208
45565680	C0521208
45536939	C0521208
45556119	C0521208
45575403	C0521208
45594608	C0521208
45551285	C0521208
45589887	C0521208
45599660	C0521208
18770	C0521208
17830	C0521208
45589878	C0521208
45546586	C0521208
45560673	C0521208
17788	C0521208
45546529	C0521208
17602	C0521208
45594749	C0521208
45594711	C0521208
45541664	C0521208
45560919	C0521208
45604416	C0521208
45536742	C0521208
45556156	C0521208
45609123	C0521208
45565511	C0521208
45570570	C0521208
45580113	C0521208
45546579	C0521208
18826	C0521208
45570510	C0521208
45594747	C0521208
45580081	C0521208
45604250	C0521208
45585049	C0521208
45556108	C0521208
45604426	C0521208
18558	C0521208
45546374	C0521208
18450	C0521208
45609065	C0521208
45609128	C0521208
45570590	C0521208
45599538	C0521208
45536946	C0521208
18108	C0521208
18922	C0521208
45604420	C0521208
45556030	C0521208
45546432	C0521208
45556107	C0521208
45546459	C0521208
45536894	C0521208
45589904	C0521208
45604229	C0521208
45594804	C0521208
44833004	C0521208
45608982	C0521208
45575449	C0521208
1553923	C0521208
45589793	C0521208
45556033	C0521208
45585104	C0521208
45570457	C0521208
45570477	C0521208
45541709	C0521208
45541561	C0521208
45560932	C0521208
45604466	C0521208
18276	C0521208
45589981	C0521208
45575422	C0521208
45604438	C0521208
45599650	C0521208
45585087	C0521208
45541736	C0521208
45541723	C0521208
45541599	C0521208
45609121	C0521208
45600197	C0521208
45580089	C0521208
19026	C0521208
45541461	C0521208
45546403	C0521208
45580223	C0521208
17812	C0521208
45575383	C0521208
45536867	C0521208
18798	C0521208
45541476	C0521208
45589778	C0521208
45575424	C0521208
45570525	C0521208
45570369	C0521208
45599599	C0521208
45594750	C0521208
44836523	C0521208
45546389	C0521208
45609178	C0521208
45541535	C0521208
45589834	C0521208
45551434	C0521208
45536933	C0521208
45580104	C0521208
45580179	C0521208
45565553	C0521208
45594662	C0521208
45585008	C0521208
45570447	C0521208
45570612	C0521208
45565730	C0521208
45585172	C0521208
45546626	C0521208
45560972	C0521208
45575255	C0521208
45609236	C0521208
45589843	C0521208
45585119	C0521208
18516	C0521208
45609193	C0521208
45536815	C0521208
45570464	C0521208
45565678	C0521208
45575256	C0521208
18366	C0521208
45609207	C0521208
45551341	C0521208
45551155	C0521208
17800	C0521208
45575249	C0521208
45599448	C0521208
45555994	C0521208
45551287	C0521208
45609008	C0521208
45604395	C0521208
45555895	C0521208
45551230	C0521208
45580229	C0521208
45536886	C0521208
45541497	C0521208
45580328	C0521208
45556197	C0521208
45560834	C0521208
45560707	C0521208
45565564	C0521208
45555987	C0521208
45570642	C0521208
45609079	C0521208
45599483	C0521208
45604443	C0521208
45565497	C0521208
45536901	C0521208
45551416	C0521208
45546539	C0521208
45609186	C0521208
45536733	C0521208
45575329	C0521208
45594808	C0521208
45589895	C0521208
45541536	C0521208
45556093	C0521208
45546563	C0521208
45546540	C0521208
45536767	C0521208
45585148	C0521208
45556034	C0521208
45609192	C0521208
45599447	C0521208
45609018	C0521208
45556117	C0521208
1553922	C0521208
44823705	C0521208
45575251	C0521208
45580132	C0521208
19126	C0032343
45604456	C0032343
44827232	C0032343
45594831	C0032343
45536905	C0032343
18914	C0032343
19022	C0032343
18910	C0032343
45560961	C0032343
45556169	C0032343
18674	C0032343
45599643	C0032343
18898	C0032343
45556171	C0032343
18982	C0032343
45546593	C0032343
45570619	C0032343
18730	C0032343
45570628	C0032343
45541703	C0032343
19054	C0032343
18662	C0032343
45599585	C0032343
45594817	C0032343
18970	C0032343
45580329	C0032343
44836529	C0032343
45560884	C0032343
19006	C0032343
45541713	C0032343
45604459	C0032343
18950	C0032343
45565743	C0032343
45560941	C0032343
19010	C0032343
19042	C0032343
45541666	C0032343
18990	C0032343
18782	C0032343
18930	C0032343
19110	C0032343
19058	C0032343
19002	C0032343
19062	C0032343
45604404	C0032343
18654	C0032343
19046	C0032343
45565703	C0032343
18918	C0032343
19074	C0032343
45609206	C0032343
18670	C0032343
45541734	C0032343
18694	C0032343
44837672	C0032343
18934	C0032343
18882	C0032343
45609253	C0032343
45585083	C0032343
45536942	C0032343
44836525	C0032343
18954	C0032343
19030	C0032343
45585149	C0032343
45570630	C0032343
45599641	C0032343
45551337	C0032343
45604482	C0032343
45536949	C0032343
45575453	C0032343
19050	C0032343
45536881	C0032343
18902	C0032343
45585163	C0032343
45585153	C0032343
45585143	C0032343
18650	C0032343
18854	C0032343
45580311	C0032343
45609261	C0032343
18962	C0032343
45580335	C0032343
45560948	C0032343
45541451	C0032343
45570626	C0032343
45551325	C0032343
19070	C0032343
45580343	C0032343
19118	C0032343
19082	C0032343
19018	C0032343
45594811	C0032343
45599619	C0032343
45609240	C0032343
45604476	C0032343
19090	C0032343
45580324	C0032343
45541567	C0032343
45546617	C0032343
44831836	C0032343
45585152	C0032343
45546622	C0032343
19098	C0032343
18946	C0032343
45565765	C0032343
45589986	C0032343
18978	C0032343
45551409	C0032343
18942	C0032343
18966	C0032343
18986	C0032343
45594786	C0032343
45589947	C0032343
19038	C0032343
18938	C0032343
45594847	C0032343
45575480	C0032343
18926	C0032343
19094	C0032343
19078	C0032343
18886	C0032343
18726	C0032343
45599676	C0032343
18994	C0032343
45551411	C0032343
45609176	C0032343
45609251	C0032343
18958	C0032343
45536947	C0032343
44827231	C0032343
45575479	C0032343
19034	C0032343
44830677	C0032343
44829520	C0032343
19066	C0032343
45536961	C0032343
45560957	C0032343
45565611	C0032343
45560950	C0032343
45594848	C0032343
45565762	C0032343
18818	C0032343
45580339	C0032343
45551318	C0032343
18192	C0032343
45585089	C0032343
45585138	C0032343
45536967	C0032343
45560960	C0032343
45594799	C0032343
44829521	C0032343
45551384	C0032343
45556172	C0032343
45560953	C0032343
18786	C0032343
45585126	C0032343
45580288	C0032343
45589982	C0032343
45541735	C0032343
44829526	C0032343
45594846	C0032343
45599673	C0032343
45575412	C0032343
45609180	C0032343
45589962	C0032343
18658	C0032343
18998	C0032343
18838	C0032343
45599659	C0032343
45590003	C0032343
45575486	C0032343
45560933	C0032343
45589997	C0032343
45546607	C0032343
45565748	C0032343
45565709	C0032343
45556145	C0032343
45604435	C0032343
45609182	C0032343
19014	C0032343
45594832	C0032343
44820310	C0032343
45565758	C0032343
18974	C0032343
44837678	C0032343
45599637	C0032343
45556184	C0032343
19102	C0032343
45546596	C0032343
45599645	C0032343
45589988	C0032343
44837674	C0032343
45599655	C0032343
45594755	C0032343
45536954	C0032343
45536970	C0032343
45609229	C0032343
45585133	C0032343
45536939	C0032343
45599660	C0032343
45546586	C0032343
45546529	C0032343
45556156	C0032343
45546579	C0032343
45536946	C0032343
45589904	C0032343
45560932	C0032343
45604466	C0032343
45589981	C0032343
45599650	C0032343
45541736	C0032343
45541723	C0032343
19026	C0032343
44821443	C0032343
45536933	C0032343
45585172	C0032343
45560972	C0032343
45609236	C0032343
45580328	C0032343
45551416	C0032343
45594808	C0032343
44831840	C0032343
45585148	C0032343
44821442	C0032343
44822571	C0032343
44827228	C0032343
44820309	C0032343
1571450	C0543467
1575253	C0543467
1575274	C0543467
45582377	C0543467
19626	C0543467
1571452	C0543467
1575275	C0543467
19630	C0543467
45582376	C0543467
1571451	C0543467
45587222	C0543467
44828348	C0543467
45596834	C0543467
45534104	C0543467
45543838	C0543467
1575277	C0543467
1571454	C0543467
45543837	C0543467
45551526	C0543467
45534103	C0543467
45562990	C0543467
45558124	C0543467
45601706	C0543467
44831793	C0543467
45601705	C0543467
45567812	C0543467
1571453	C0543467
44828349	C0543467
45594949	C0543467
45596833	C0543467
45594950	C0543467
45565880	C0543467
44835201	C0332798
1572353	C0332798
45558530	C0332798
1572359	C0332798
10316	C0332798
1572354	C0332798
45534510	C0332798
45549022	C0332798
10301	C0332798
10315	C0332798
1572355	C0332798
45534511	C0332798
10299	C0332798
10314	C0332798
45544202	C0332798
45606855	C0332798
45573074	C0332798
10300	C0332798
45573069	C0332798
45577852	C0332798
45592473	C0332798
45539404	C0332798
45592470	C0332798
1570294	C0003864
1570294	DOID:381
1570294	DOID:848
1570303	C0003864
1570303	DOID:381
1570303	DOID:848
45548316	C0003864
45548316	DOID:381
45548316	DOID:848
44825676	C0003864
44825676	DOID:381
44825676	DOID:848
45606118	C0003864
45606118	DOID:381
45606118	DOID:848
1573429	C0435632
1573435	C0435632
1573430	C0435632
13945	C0435632
13946	C0435632
